,Email Text,Email Type
1542,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1543,You have a new secure message from your bank. Click here to read it.,Phishing Email
1544,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1545,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1546,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1547,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1548,Important: Update your email account settings to avoid service interruption.,Phishing Email
1549,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1550,You have a new secure message from your bank. Click here to read it.,Phishing Email
1551,You have a new secure message from your bank. Click here to read it.,Phishing Email
1552,Important: Update your email account settings to avoid service interruption.,Phishing Email
1553,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1554,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1555,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
1556,You have a new secure message from your bank. Click here to read it.,Phishing Email
1557,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1558,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1559,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1560,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1561,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1562,"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1563,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1564,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1565,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1566,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1567,"Dear Taylor, thank you for your purchase. Your order will be shipped soon.",Safe Email
1568,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1569,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1570,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1571,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1572,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1573,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1574,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1575,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1576,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1577,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1578,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1579,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1580,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1581,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1582,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1583,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1584,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
1585,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1586,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1587,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1588,"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1589,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1590,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1591,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1592,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1593,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1594,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1595,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1596,"Dear John, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1597,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1598,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1599,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1600,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1601,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1602,"Hi John, please find the attached report for this month's performance review.",Safe Email
1603,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
1604,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1605,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1606,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1607,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1608,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1609,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1610,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1611,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1612,You have a new secure message from your bank. Click here to read it.,Phishing Email
1613,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1614,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1615,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1616,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1617,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1618,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1619,You have a new secure message from your bank. Click here to read it.,Phishing Email
1620,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1621,"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1622,Important: Update your email account settings to avoid service interruption.,Phishing Email
1623,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1624,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1625,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1626,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1627,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1628,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1629,"Hello Jane, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1630,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1631,Important: Update your email account settings to avoid service interruption.,Phishing Email
1632,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1633,"Dear Taylor, thank you for your purchase. Your order will be shipped soon.",Safe Email
1634,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1635,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1636,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1637,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1638,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1639,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1640,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1641,You have a new secure message from your bank. Click here to read it.,Phishing Email
1642,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1643,You have a new secure message from your bank. Click here to read it.,Phishing Email
1644,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1645,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1646,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1647,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1648,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1649,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1650,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1651,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1652,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1653,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1654,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1655,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1656,"Dear Jane, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1657,"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1658,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1659,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1660,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1661,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1662,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1663,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1664,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1665,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1666,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
1667,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1668,"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1669,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1670,Important: Update your email account settings to avoid service interruption.,Phishing Email
1671,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1672,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
1673,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1674,"Dear Taylor, thank you for your purchase. Your order will be shipped soon.",Safe Email
1675,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1676,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1677,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1678,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1679,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1680,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1681,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1682,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1683,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1684,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1685,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1686,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1687,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1688,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1689,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1690,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1691,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1692,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1693,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1694,"Hi Jordan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1695,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1696,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1697,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1698,"Hi Chris, please find the attached report for this month's performance review.",Safe Email
1699,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1700,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1701,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
1702,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1703,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1704,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1705,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1706,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1707,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1708,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1709,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1710,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1711,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1712,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1713,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1714,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1715,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1716,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1717,"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1718,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1719,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1720,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1721,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1722,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1723,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1724,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1725,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1726,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1727,Important: Update your email account settings to avoid service interruption.,Phishing Email
1728,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1729,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1730,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1731,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1732,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1733,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1734,You have a new secure message from your bank. Click here to read it.,Phishing Email
1735,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
1736,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1737,Important: Update your email account settings to avoid service interruption.,Phishing Email
1738,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1739,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
1740,"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1741,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1742,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1743,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1744,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
1745,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1746,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1747,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1748,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1749,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1750,"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1751,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1752,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1753,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
1754,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1755,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1756,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1757,You have a new secure message from your bank. Click here to read it.,Phishing Email
1758,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1759,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1760,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1761,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1762,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1763,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1764,You have a new secure message from your bank. Click here to read it.,Phishing Email
1765,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1766,"Dear Chris, thank you for your purchase. Your order will be shipped soon.",Safe Email
1767,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1768,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1769,"Dear Sam, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1770,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1771,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1772,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1773,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1774,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1775,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1776,Important: Update your email account settings to avoid service interruption.,Phishing Email
1777,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1778,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1779,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1780,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1781,"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1782,"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1783,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1784,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1785,You have a new secure message from your bank. Click here to read it.,Phishing Email
1786,Important: Update your email account settings to avoid service interruption.,Phishing Email
1787,You have a new secure message from your bank. Click here to read it.,Phishing Email
1788,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1789,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1790,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1791,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1792,You have a new secure message from your bank. Click here to read it.,Phishing Email
1793,"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1794,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1795,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
1796,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1797,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1798,Important: Update your email account settings to avoid service interruption.,Phishing Email
1799,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1800,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1801,You have a new secure message from your bank. Click here to read it.,Phishing Email
1802,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1803,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1804,Important: Update your email account settings to avoid service interruption.,Phishing Email
1805,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1806,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1807,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1808,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1809,"Dear Taylor, thank you for your purchase. Your order will be shipped soon.",Safe Email
1810,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1811,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1812,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1813,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1814,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1815,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1816,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1817,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1818,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1819,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1820,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1821,Important: Update your email account settings to avoid service interruption.,Phishing Email
1822,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1823,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1824,"Hello Jane, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1825,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1826,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1827,"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1828,"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1829,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1830,Important: Update your email account settings to avoid service interruption.,Phishing Email
1831,Important: Update your email account settings to avoid service interruption.,Phishing Email
1832,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1833,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1834,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1835,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1836,"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1837,"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1838,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1839,"Dear John, thank you for your purchase. Your order will be shipped soon.",Safe Email
1840,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
1841,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
1842,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1843,"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1844,You have a new secure message from your bank. Click here to read it.,Phishing Email
1845,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1846,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1847,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
1848,You have a new secure message from your bank. Click here to read it.,Phishing Email
1849,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1850,You have a new secure message from your bank. Click here to read it.,Phishing Email
1851,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1852,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1853,Important: Update your email account settings to avoid service interruption.,Phishing Email
1854,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1855,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1856,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1857,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1858,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1859,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1860,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1861,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1862,Important: Update your email account settings to avoid service interruption.,Phishing Email
1863,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1864,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1865,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1866,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1867,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1868,"Dear Alex, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1869,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1870,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1871,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1872,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1873,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1874,You have a new secure message from your bank. Click here to read it.,Phishing Email
1875,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1876,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1877,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
1878,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1879,You have a new secure message from your bank. Click here to read it.,Phishing Email
1880,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1881,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
1882,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1883,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1884,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1885,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1886,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1887,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1888,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1889,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1890,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1891,You have a new secure message from your bank. Click here to read it.,Phishing Email
1892,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1893,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1894,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1895,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1896,You have a new secure message from your bank. Click here to read it.,Phishing Email
1897,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1898,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1899,Important: Update your email account settings to avoid service interruption.,Phishing Email
1900,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1901,"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1902,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1903,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
